51:50.0	-16.84	107.603	409.505179	-0.04953	0.039603	0.008533
52:00.0	-17.336	108	409.591566	-0.049432	0.039834	0.008728
52:10.0	-17.83	108.399	409.679884	-0.049332	0.040073	0.008918
52:20.0	-18.323	108.801	409.77008	-0.049227	0.04032	0.009104
52:30.0	-18.815	109.205	409.862102	-0.049119	0.040575	0.009283
52:40.0	-19.306	109.612	409.955896	-0.049008	0.040838	0.009458
52:50.0	-19.796	110.022	410.051406	-0.048892	0.041109	0.009626
53:00.0	-20.285	110.434	410.148576	-0.048773	0.041389	0.009789
53:10.0	-20.772	110.849	410.247348	-0.04865	0.041677	0.009946
53:20.0	-21.258	111.267	410.347664	-0.048523	0.041974	0.010098
53:30.0	-21.743	111.688	410.449465	-0.048392	0.04228	0.010243
53:40.0	-22.227	112.112	410.55269	-0.048257	0.042594	0.010382
53:50.0	-22.709	112.54	410.657279	-0.048118	0.042918	0.010515
54:00.0	-23.19	112.97	410.763169	-0.047975	0.043251	0.010642
54:10.0	-23.669	113.404	410.870297	-0.047827	0.043592	0.010763
54:20.0	-24.147	113.842	410.9786	-0.047675	0.043944	0.010877
54:30.0	-24.624	114.283	411.088013	-0.047518	0.044304	0.010985
54:40.0	-25.098	114.727	411.198471	-0.047357	0.044674	0.011086
54:50.0	-25.572	115.176	411.309909	-0.047191	0.045054	0.01118
55:00.0	-26.043	115.628	411.422259	-0.04702	0.045444	0.011268
55:10.0	-26.513	116.084	411.535455	-0.046845	0.045844	0.011349
55:20.0	-26.981	116.545	411.649429	-0.046664	0.046253	0.011423
55:30.0	-27.447	117.009	411.764113	-0.046478	0.046673	0.011491
55:40.0	-27.911	117.478	411.879437	-0.046287	0.047103	0.011551
55:50.0	-28.373	117.951	411.995333	-0.046091	0.047544	0.011605
56:00.0	-28.833	118.428	412.111731	-0.04589	0.047995	0.011652
56:10.0	-29.292	118.91	412.228561	-0.045682	0.048457	0.011691
56:20.0	-29.748	119.397	412.345753	-0.045469	0.048929	0.011724
56:30.0	-30.202	119.889	412.463235	-0.045251	0.049413	0.011749
56:40.0	-30.653	120.385	412.580937	-0.045026	0.049907	0.011768
56:50.0	-31.103	120.887	412.698786	-0.044795	0.050413	0.011779
57:00.0	-31.55	121.393	412.816713	-0.044559	0.050929	0.011783
57:10.0	-31.995	121.905	412.934644	-0.044315	0.051457	0.01178
57:20.0	-32.437	122.422	413.052509	-0.044066	0.051997	0.01177
57:30.0	-32.877	122.945	413.170235	-0.043809	0.052548	0.011752
57:40.0	-33.314	123.473	413.28775	-0.043546	0.05311	0.011727
57:50.0	-33.748	124.007	413.404982	-0.043276	0.053684	0.011695
58:00.0	-34.18	124.546	413.521858	-0.042999	0.05427	0.011656
58:10.0	-34.609	125.092	413.638309	-0.042715	0.054868	0.01161
58:20.0	-35.035	125.643	413.75426	-0.042423	0.055477	0.011557
58:30.0	-35.458	126.201	413.86964	-0.042124	0.056098	0.011496
58:40.0	-35.878	126.765	413.984379	-0.041817	0.056731	0.011428
